,id,author_id,created_at,text,source,author.location,geo.country,geo.full_name,geo.geo.bbox
1334587,1511612585531129857,1043416364826939392,2022-04-06T07:51:39.000Z,"A @bmt256_ concept called @StrictlyUg is back even bigger than before this 23 April, 2022🔥🇺🇬 \n\nNkozi📍 https://t.co/leiSyw5uTW",Twitter for iPhone,Uganda,Uganda,Uganda,"[29.5735676, -1.4812885, 35.0360497, 4.23164]"
451475,1433103273377030146,1411931474270502915,2021-09-01T16:23:40.000Z,@LaGravitea @bannet001 @Rachealkyy @UGmanofficial @Kobs_Fifi @mr___honey @Sanaflower256 @AherezaJanice Done,Twitter for iPhone,Kampala,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
761115,1462857748136304642,931564829755703301,2021-11-22T18:57:20.000Z,@NnakyanziO God is great,Twitter for Android,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
626886,1449413264182480898,1175726161072205824,2021-10-16T16:33:45.000Z,@JoyTuramuhawe Ask me about @DambaTEUg \nA true travel company ready to create thrilling moments for you and your beloved ones https://t.co/4a67bD5BR0,Twitter for Android,Nansana west zone 2,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
202615,1411147263825563648,1172186478165803013,2021-07-03T02:18:20.000Z,"Just posted a photo @ Jinja, Uganda https://t.co/KCsSWooyiv",Instagram,"Nairobi, Kenya",Uganda,"Jinja, Uganda","[33.0453096, 0.3849308, 33.3798758, 0.7091918]"
267712,1416388435405905922,1457734014,2021-07-17T13:24:52.000Z,@Beinomugisha_Iv You dump her right away...,Twitter for Android,"Masaka,Uganda",Uganda,"Bushenyi, Uganda","[29.6771363, -0.7804233, 30.5065842, -0.0721552]"
1273579,1507218249729126401,1428304185079050249,2022-03-25T04:50:08.000Z,@javisstunner His alarm for ur love tenavuga,Twitter for Android,,Uganda,"Wakiso, Uganda","[32.1922973, -0.1477888, 32.6836991, 0.5850724]"
384360,1426969775952089090,868024335533039616,2021-08-15T18:11:21.000Z,"The Mega Sunday Service, preparing the Church for ENTRY INTO BLESSEDNESS OF HEAVEN is on air now. Please do not miss, your eternity is crucial and the  #RedemptiveBlood , is to your benefit too. Tune in quickly.",Twitter for Android,"Eldoret, Kenya",Uganda,"Kapchorwa, Uganda","[34.308769, 1.099101, 34.7548712, 1.6018396]"
355648,1424322646565609472,1274285558383235072,2021-08-08T10:52:36.000Z,"Messi:\n“I thought it was all sorted, all agreed, then in the last moment it was not possible due to La Liga issue. That is what happened.\n“I cannot say about the club, Laporta says they cannot due to La Liga. I can only say I did everything possible to stay here."" \nLIVING LEGEND https://t.co/qJXjdTgFA5",Twitter for Android,Mbarara,Uganda,"Isingiro, Uganda","[30.4781088, -1.0762862, 31.2722171, -0.6020521]"
316749,1420615926832054277,926822210609827841,2021-07-29T05:23:25.000Z,@Summh4 You will be blown away,Twitter for Android,"Kampala, Uganda",Uganda,"Wakiso, Uganda","[32.1922973, -0.1477888, 32.6836991, 0.5850724]"
304556,1419544742099132416,1269166797409996800,2021-07-26T06:26:55.000Z,@KitataHassan Assured,Twitter for Android,,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
1461060,1519739069097459713,3067977275,2022-04-28T18:03:24.000Z,@LynnAheebwa @norbert_walter Are you working with CMI😂😂😂,Twitter for iPhone,"Kampala, Uganda",Uganda,"Masindi, Uganda","[31.3677005, 1.3232415, 32.3635542, 2.3692187]"
770762,1463773539262255106,1463460057685790722,2021-11-25T07:36:22.000Z,Any time 😭😭😭😭 https://t.co/pVgOFXcqNH,Twitter for Android,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
18137,1392023752699953152,973414736,2021-05-11T07:48:19.000Z,"Bodies such as the Office of the Auditor General and the @IGGUganda have done some good work, and with sufficient resources and political backing, could play a vital role in cleaning up the sectorand making it fit for sustainable and above board inward investment. #MiningSectorUg",Twitter for iPhone,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
589207,1445996969743237121,1239815161835372545,2021-10-07T06:18:37.000Z,@KonKuolMajok1 @deejayditie256 \n@deejayditie256 \n@deejayditie256 \n\nI follow back 🔙,Twitter for Android,"Uganda, East Africa",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
976220,1482801725614567425,1460533336540078082,2022-01-16T19:47:35.000Z,@Africa_Archives The quality and loyalty of an African woman,Twitter for Android,"Kampala, Uganda",Uganda,"Wakiso, Uganda","[32.1922973, -0.1477888, 32.6836991, 0.5850724]"
1332491,1511409067700502542,731001656142364672,2022-04-05T18:22:57.000Z,"Whenever I see broken tiles at a building site, am tempted to pick them in memory of seven stone kwepena.. 😅",Twitter for Android,Jeep WraNgler one day I SWEAR.,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
1348302,1512489848661323781,1508005346182316035,2022-04-08T17:57:35.000Z,@lynda_ddane Follow back @lynda_ddane,Twitter for Android,,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
78772,1399373241010069504,308090489,2021-05-31T14:32:34.000Z,"@nwscug As usual, woke up to dry taps in Najjera, there is no sign of water upto now.\nHow do you explain this? @NWSCMD",Twitter for Android,Kampala Uganda,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
172792,1408509664002723841,1291375818875297792,2021-06-25T19:37:27.000Z,@neezzah @yummy_tweep 🚨🚨🚨 @yummy_tweep 🚨🚨🚨 @yummy_tweep ♻️♻️♻️\n♻️♻️♻️♻️♻️♻️♻️♻️♻️\nI follow back asap\n♻️♻️♻️♻️♻️♻️♻️♻️♻️,Twitter for Android,,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
316523,1420595219968536579,1022560787552985088,2021-07-29T04:01:08.000Z,"I’m the best person to cut off, I will move like you died fr",Twitter for Android,"Kampala, Uganda",Uganda,"Arua, Uganda","[30.7657511, 2.5373432, 31.536709, 3.1998644]"
1211779,1502753594797404165,1493881130403180555,2022-03-12T21:09:11.000Z,Good morning 🍵☕☕all of you https://t.co/TMz1QSSqf5,Twitter for Android,"Kampala, Uganda",Uganda,"Wakiso, Uganda","[32.1922973, -0.1477888, 32.6836991, 0.5850724]"
454192,1433297880589160449,1379685420766748680,2021-09-02T05:16:58.000Z,@NamanyaRender Still surviving my boss.. 🤝,Twitter for Android,,Uganda,"Jinja, Uganda","[33.0453096, 0.3849308, 33.3798758, 0.7091918]"
1392696,1515438911857831945,1508317714061967364,2022-04-16T21:16:06.000Z,@boris001234 Worth your salary 🤑🤑,Twitter for Android,,Uganda,"Masaka, Uganda","[31.1673793, -0.8184871, 32.0664454, 0.0781112]"
1056200,1490441189052588038,2470717975,2022-02-06T21:44:05.000Z,That's advantage of taking the first one. My mane is going to kill himself.,Twitter for iPhone,On earth,Uganda,"Wakiso, Uganda","[32.1922973, -0.1477888, 32.6836991, 0.5850724]"
1403675,1516145470833319938,1387695396282146817,2022-04-18T20:03:43.000Z,"Hey, the choice is all yours to make indeed, #WeAreFightingNCDs #IANfoundation launching soon aka Initiative against NCDs. Eat food as your medicine or you will eat medicine as your food. Taking the message to the grassroot. Prevention is better than cure. @Hubert71044338 https://t.co/ABZsoEjTuo",Twitter for Android,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
439158,1431940624119386116,982629553481945088,2021-08-29T11:23:43.000Z,As lively as a home that is pest free #Bedbugs #Cockroaches #Ants #Termites #Mosquitoes . Contact us today on 0783918364 / 0702663036  for the most effective Pest Control Services https://t.co/k73duBK6Tj,Twitter for Android,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
1034465,1488600226122379271,871580332092469249,2022-02-01T19:48:45.000Z,@SBareebe I'm equally fine,Twitter for Android,Kampala,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
1199325,1501863101532147721,1480539632848748550,2022-03-10T10:10:41.000Z,Iphone cases contact \n0700 854021 \n@50k https://t.co/7dstIUILaA,Twitter for Android,,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
630553,1449808038165159952,1444312547390328838,2021-10-17T18:42:27.000Z,There will be no Christians of dot com world in heaven so we better repent and enter.#messageonrapture\n@AcholMorish https://t.co/qClrNsVq6s,Twitter for Android,,Uganda,"Lira, Uganda","[32.7733774, 1.9970944, 33.657243, 2.6531646]"
1267211,1506733651387723778,957072602,2022-03-23T20:44:30.000Z,Actually international break feels like zero subscription! https://t.co/PIgtlgAAs3,Twitter for Android,"mutungo Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
1072948,1491842137880768515,322043658,2022-02-10T18:30:57.000Z,@TheTrayci @Meta @nsimbijosh 😂😂😂 Facebook Business Suite is the solution.,Twitter for iPhone,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
378602,1426468338176348163,1411931436920229891,2021-08-14T08:58:48.000Z,@BridgetAnita2 @Mwana_Wa_MaaMa Breathing keeps us leaving,Twitter for Android,Uganda,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
529414,1440548831557414917,774271828521025536,2021-09-22T05:29:40.000Z,young morbius. https://t.co/JMyTJ8BafQ,Twitter for Android,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
174917,1408670074114879495,2348394559,2021-06-26T06:14:52.000Z,What movies are you watching today?,Twitter for iPhone,Uganda,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
724560,1459411867630252032,1574564864,2021-11-13T06:44:38.000Z,@Petercleavers 🤣 I wonder what happened!,Twitter for Android,No. 12 Grimmauld place  01965,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
285780,1417959034418864138,1254291711595024384,2021-07-21T21:25:52.000Z,"Many will try to put you down but God will make things stand for you, he will lift you up !",Twitter for Android,A place of hope .,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
135444,1405160181210750979,894575293968470016,2021-06-16T13:47:48.000Z,"Peter from @GreengrantsFund highlighting some of @DisabRightsFund’s &amp; their own participatory grantmaking mantras - trust grantees to lead change on climate change, make it intersectional to tackle multiple issues &amp; don’t think of people with disability as mere victims. #COSP14 https://t.co/DkF1eUtRyL",Twitter for iPhone,"New Delhi, India",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
273145,1416838647941316611,959988244971769857,2021-07-18T19:13:51.000Z,Repentance is the only solution to today's apostasy. #StanderdOfEntry https://t.co/nxRESiCuZU,Twitter for Android,Sigulu Islands,Uganda,"Bugiri, Uganda","[33.6123128, -1.0026505, 33.9785093, 0.7319878]"
561303,1443539845935214597,1300353816064397312,2021-09-30T11:34:53.000Z,"In a bid to advance mental health we need to take advantage of platforms that highlight key community challenges and solutions,today our Team Leader took part in #cupconference by @IriseEastAfrica discussing menstrual health among young girls and women. https://t.co/DiwGBfmQzx",Twitter for iPhone,Uganda,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
28468,1393181798692237313,1189404707065913345,2021-05-14T12:29:59.000Z,Congs meddy https://t.co/AvpseVQTVV,Twitter for Android,,Uganda,"Wakiso, Uganda","[32.1922973, -0.1477888, 32.6836991, 0.5850724]"
18864,1392089788421914625,1377634324833574913,2021-05-11T12:10:43.000Z,The weekend is calling🔥🔥💃🏽.. Grab your self a bottle of @LuamboClassic and wine it down💃🏽. https://t.co/R0LuNKMDmV,Twitter for Android,,Uganda,Source Of The Nile Bridge,"[33.187676, 0.439155, 33.187676, 0.439155]"
209546,1411723197419036675,1248597592000417796,2021-07-04T16:26:53.000Z,The Clouds are about to open to reveal the Messiah.\n\nHow confident are you that you will be able to stand before His presence?#MessageOfEternity,Twitter for Android,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
145263,1405966111775105024,1388936606854356998,2021-06-18T19:10:17.000Z,Hahaha🙏 https://t.co/IhQksWccAC,Twitter for Android,,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
1189748,1501129088014163969,1263087297542701062,2022-03-08T09:33:58.000Z,@MCartar20 Those cooking things are not for everyone \nMe I gave up,Twitter for iPhone,Uganda,Uganda,"Wakiso, Uganda","[32.1922973, -0.1477888, 32.6836991, 0.5850724]"
1269400,1506912012743413762,1451084829651521540,2022-03-24T08:33:15.000Z,@mtnug Working hard!,Twitter for Android,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
1178645,1500198989815181313,73398995,2022-03-05T19:58:06.000Z,@Cecilia97N Thank you Sis. We continue to rise!,Twitter for Android,Uganda,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
1458364,1519599095467458562,1382597163591606273,2022-04-28T08:47:11.000Z,The guests have arrived 🥳🥳 for the launch 🔥🔥\n#Twegateko https://t.co/UHEBh7DXK1,Twitter for iPhone,My Bed,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
1128961,1496186382288506880,1273909966894661634,2022-02-22T18:13:25.000Z,@UweraLyndah @Edward_show1 Come we smoke,Twitter for iPhone,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
944882,1480073250071793664,968387471536017410,2022-01-09T07:05:35.000Z,"Pastors these days will sell to you dreams of getting you a man, car, house, property, stuff that was lost recovered, visa, a job etc in just one prayer. Yes that could happen,  but according to Dr Lujja many of these use such promises to steal people’s money. #BuyAndSellGenuine",Twitter for iPhone,Uganda,Uganda,"Wakiso, Uganda","[32.1922973, -0.1477888, 32.6836991, 0.5850724]"
1394589,1515631745521041409,1514955333092925440,2022-04-17T10:02:21.000Z,@AsadAToor @najamsethi @ImranKhanPTI BC open your eyes 👀 https://t.co/z7GqvNbF4I,Twitter for Android,🇵🇰❤️🇺🇬,Uganda,"Kyenjojo, Uganda","[30.3964554, 0.1927025, 31.257985, 0.9410853]"
665173,1453350705935306753,839221886609473536,2021-10-27T13:19:44.000Z,https://t.co/a09uTIav6u Please Subscribe to my YouTube channel #emperorrevej @ Makindye https://t.co/5flkpyZZC8,Instagram,Kampala-Uganda,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
728143,1459807576808435712,18184674,2021-11-14T08:57:02.000Z,"@ZeeroBrain Haha. It’s a Sunday, just wish me luck in my endeavors …",Twitter for iPhone,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
476079,1435330295922782209,1292582492508045312,2021-09-07T19:53:04.000Z,Not texting u doesn't mean i dont love u 🤨,Twitter for Android,Denmarrk,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
1042627,1489326860035149825,473033224,2022-02-03T19:56:08.000Z,"@jordankyongo @justrioba It was a crampon that kept slipping off (right leg)…\nEnded up with aGrade 2 tear on my knee meniscus (shock absorbing system of the knee). \n\n@MtSlayersUg has an amazing write up on that.. also, I did a blog entry in my KILI and Ruwenzori experiences … https://t.co/tnEKeZbH1R",Twitter for iPhone,"Kampala, Uganda",Uganda,"Wakiso, Uganda","[32.1922973, -0.1477888, 32.6836991, 0.5850724]"
611796,1448151339255619585,2925292919,2021-10-13T04:59:19.000Z,@nyamadon @newvisionwire Where is the screening?,Twitter for Android,"Zanzibar West, Tanzania",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
313509,1420352550025539590,1361397113901432832,2021-07-28T11:56:51.000Z,@JORINECE louder,Twitter for Android,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
196455,1410582009903206402,822099283482734592,2021-07-01T12:52:13.000Z,@kikrogers20 Absolutely nobody: https://t.co/mmGKmDuUat,Twitter for Android," Kampala ,Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
523353,1439836794925821953,714867810976063489,2021-09-20T06:20:17.000Z,Tried out Boccia it fun @Tokyo2020 @Paralympics https://t.co/LasElFPFCy,Twitter for Android,Entebbe,Uganda,"Wakiso, Uganda","[32.1922973, -0.1477888, 32.6836991, 0.5850724]"
835478,1470103635757568008,961997955388657664,2021-12-12T18:49:54.000Z,We shouldn't give trash mileage. He's a confused fella! https://t.co/oNUTJ050uE,Twitter for Android,"Entebbe, Uganda",Uganda,"Wakiso, Uganda","[32.1922973, -0.1477888, 32.6836991, 0.5850724]"
425138,1430611349244153857,1149387481105743873,2021-08-25T19:21:39.000Z,Congs sir https://t.co/JbX605g1Au,Twitter for Android,"Kagera, Tanzania",Uganda,"Rakai, Uganda","[31.090853, -1.0026794, 32.0017811, -0.4290046]"
1445032,1518712011072454656,444016366,2022-04-25T22:02:14.000Z,@ChampionsLeague Why would y'all be thinking of comparing anyone to @fundacionmessi ? Who else will it ever be till he says he's retired?,Twitter for Android,Fort Portal ,Uganda,"Kabarole, Uganda","[29.9904013, 0.2662199, 30.5623557, 0.9759216]"
822483,1468848806259302400,102391261,2021-12-09T07:43:39.000Z,I love how No3 is a recurring theme in that thread 🥲 https://t.co/fSmB8DDRSO,Twitter for iPhone,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
380517,1426619506030530561,2874698047,2021-08-14T18:59:30.000Z,@EbiachuOsborn The only good thing there is Davido.,Twitter for Android,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
933242,1478977215165571078,2154822152,2022-01-06T06:30:20.000Z,"@NsubugaDerric @WinnieKiiza @mugishamuntu Your still lost, can't you hold some level of decorum. The greatest philosopher in modern times Malcom X had no college degree. The grandfather of Medicine &amp;surgery Im Hotep never attended any university. Ironically, your avi shows a mature person.",Twitter for Android,"Mbarara, Uganda",Uganda,"Mbarara, Uganda","[30.3141825, -0.8454063, 30.81947, -0.194628]"
1384298,1514905329733152770,302533152,2022-04-15T09:55:50.000Z,@idootaustin @odu_mercy @LegacyBuilder__ I used to 😂😂,Twitter for Android,Kampala Uganda,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
1125242,1495882460307111939,1252904829191675905,2022-02-21T22:05:45.000Z,@kironde_erick I wana b eaten btw,Twitter for Android,"MAKERERE,UGANDA",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
1102411,1494267983694282753,1213392800655400965,2022-02-17T11:10:24.000Z,A plot of Land or a car🤔,Twitter for Android,"Nabbingo, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
1414576,1516842036346949634,1382597163591606273,2022-04-20T18:11:37.000Z,@NzePatoh Patoh is in rav😂😂😭😭😭…… I kennat believe it https://t.co/YaSHGnKh47,Twitter for iPhone,My Bed,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
469781,1434736187940421632,1251058988390780930,2021-09-06T04:32:17.000Z,@KipoliQuin1UG 💪💪💪💪 thank you for that 👏👏👏👏,Twitter for Android,Wobulenzi Uganda ,Uganda,"Luwero, Uganda","[32.3148531, 0.5485104, 32.8028459, 1.1436775]"
601635,1447108412240764929,1187419465,2021-10-10T07:55:06.000Z,We spoil you with stylish sunglasses! @playmotions  ♥️🕊 #stylish #playmotions #senanahypermarket #headshots #shades #shadesavenue #mukisaarcade https://t.co/lISAWOVhab,Twitter for Android,Instagram  @hustleking256,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
582514,1445396568031612933,242344900,2021-10-05T14:32:50.000Z,"Generally, Broke people shouldn’t even think about it ! https://t.co/NPQa1boada",Twitter for iPhone,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
1356791,1513083717119524864,1513065417438371841,2022-04-10T09:17:24.000Z,Happy Sunday friends https://t.co/RwNV5fxd51,Twitter for Android,,Uganda,Kirinya Bweyogerere,"[32.66183170634947, 0.34089133475481154, 32.66183170634947, 0.34089133475481154]"
353846,1424088700070289409,1212843899812601856,2021-08-07T19:22:59.000Z,@gyiagyyimii Facts @gyiagyyimii,Twitter for Android,"Kampala, Uganda",Uganda,"Wakiso, Uganda","[32.1922973, -0.1477888, 32.6836991, 0.5850724]"
367993,1425531662440570880,993890518550577159,2021-08-11T18:56:48.000Z,This song was Goated. Just like the woman who sang it!🤌🏽\nContinue Resting in Peace Whitney🫂🙏🏼 https://t.co/lEHP8hZkTV,Twitter for Android,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
1362334,1513478870854471683,2321318914,2022-04-11T11:27:36.000Z,I need help!\nThe saloon lady played with my head.\nI need to fix this now,Twitter for Android,mentally aware& healthy Uganda,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
688630,1455806427088437252,1329122886054010881,2021-11-03T07:57:54.000Z,@GalaxyFMUg @LydiahJazmine @balam_bob Kindly requesting for #KAKUBA by @djmavious thanks for the show.,Twitter for Android,"Makindye,Gangu Munfufu📌",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
861008,1472604897300430853,875487435014144000,2021-12-19T16:29:01.000Z,@Baeine1 Blues balumya,Twitter for Android,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
9914,1390955488481734657,1367873388388220936,2021-05-08T09:03:25.000Z,@Hidalgo_1986 @ApolloLumu @UGlawyer In other words you have evidence that NSSF gives money to its members as long as it is demanded for within the prescribed procedures\nHope the quack lawyer reads this,Twitter for Android,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
584639,1445634449698217986,3096945928,2021-10-06T06:18:06.000Z,Good morning from the special gem #KampalaSerenaHotel Talk to us +256 312 30 9000/+256 20 0415 000 https://t.co/TQeSG8mC10,Twitter for iPhone,7814 Kintu Road,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
183340,1409425224383168519,728846501762498561,2021-06-28T08:15:34.000Z,@BuzzTeenzUg @burnaboy Again,Twitter for iPhone,"Kampala, Uganda",Uganda,"Wakiso, Uganda","[32.1922973, -0.1477888, 32.6836991, 0.5850724]"
1058516,1490671408514490368,864043761088770048,2022-02-07T12:58:53.000Z,@ShillaKukunda @KampalaInk there you go,Twitter for Android,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
1129751,1496241868698435584,1136994957502365696,2022-02-22T21:53:54.000Z,@MukundaneAble @MbararaCorpClub @TheHeat2010 @booth_rolex @kizito_paul @MrishoNizar Very smart... shheeessshhh..@MukundaneAble 🥰\n. but it seems like u didn't watch the matches well https://t.co/pNHBQTZmps,Twitter for Android,,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
793563,1466075216736661518,993890518550577159,2021-12-01T16:02:24.000Z,"@jj_mugabi 😂😂 unwarranted, but kale",Twitter for Android,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
425291,1430619762044833797,1277647133131366402,2021-08-25T19:55:05.000Z,@moses_eretu @ogaino_emmanuel The door that opens to heaven is so narrow that it requires one to lead a sacrificial Christian life.\n#BloodOfRighteousness,Twitter for Android,"Amuria, Uganda",Uganda,"Soroti, Uganda","[32.9483319, 1.2826619, 33.8108163, 2.0199692]"
989756,1484227407485751298,701497999650906113,2022-01-20T18:12:44.000Z,@EbiachuOsborn But the users are already joking,Twitter for Android,Uganda,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
1388640,1515220730438467589,1135579534403801094,2022-04-16T06:49:08.000Z,@Singles_Camp Ahaaaa the best to share this with 😂🤭,Twitter for Android,wherever am needed,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
210522,1411754425782312964,973414736,2021-07-04T18:30:58.000Z,Pepper burning you and the only drink near you is the true reward from the source,Twitter for iPhone,"Kampala, Uganda",Uganda,"Mbarara, Uganda","[30.3141825, -0.8454063, 30.81947, -0.194628]"
995959,1484867721921798149,1302164904586215425,2022-01-22T12:37:07.000Z,@salimo_paul @MubsTallest @Hafasha_Joel @milly_muyanja @AndrewOluka6 @gibb_bruno @el_ma256 @ariho_mercy @petersasa_abala @Warbooyeahgar @CodelessEvents Kindly reach out to us on Whatsapp \n+256741961009. Thank you😊,Twitter for Android,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
869472,1473436220571242506,454003474,2021-12-21T23:32:24.000Z,@EstherBirungi4 Good luck,Twitter for Android,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
1421726,1517228860299001860,1123996806,2022-04-21T19:48:43.000Z,@TheSun Fish,Twitter for Android,,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
179213,1409111428502597633,1407960038384226304,2021-06-27T11:28:39.000Z,@aishaaaabae @brintonmarcus Ur real but why can't I dm you,Twitter for Android,Uganda,Uganda,"Mpigi, Uganda","[31.3024318, -0.1482004, 32.4269741, 0.4057946]"
1218539,1503335035629445129,1260258672116207618,2022-03-14T11:39:37.000Z,Nobody can can ignore such #HistoricHealingAnointing of The LORD. https://t.co/DgWcE5uAJT,Twitter for Android,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
1168838,1499384997630955520,1492548674588758024,2022-03-03T14:03:35.000Z,@ChrisannDawson Glory to God,Twitter for Android,"Iganga, Uganda",Uganda,"Iganga, Uganda","[33.2186581, 0.441656, 33.6832999, 1.0773616]"
656480,1452364828518014978,1248597592000417796,2021-10-24T20:02:13.000Z,@shey_alain @preciousleaty @mind_loyal @NrCiira @PaulPeace_ @HarrietKavere @reaphers @AjakuCatherine @Erickwafula_ke @FancyMaritim2 @walterkibet04 Very true indeed.#TheHeavenlyChurch,Twitter for Android,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
1072697,1491824351649406978,1094938176597176321,2022-02-10T17:20:16.000Z,@mkainerugaba How can i block you bro,Twitter for Android,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
247621,1414596327720329220,472793842,2021-07-12T14:43:41.000Z,@chemberh Thank you sir,Twitter for iPhone,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
429968,1431148781484007429,115032869,2021-08-27T06:57:13.000Z,@omwiisiki @cafejavas_ug Totally agree 100%😂,Twitter for iPhone,East Africa,Uganda,"Arua, Uganda","[30.7657511, 2.5373432, 31.536709, 3.1998644]"
